Economy,Code,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Depression (%),Income group,average_learning_Adjusted_of_school,GDP(2022)
Bahamas,BHS,2001,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2002,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2003,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2004,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2005,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2006,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2007,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2008,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2009,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2010,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2011,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2012,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2013,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2014,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2015,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2016,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahamas,BHS,2017,Middle,High,High,Middle,Low,High income,Middle,Middle
Bahrain,BHR,1990,Middle,Middle,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,1991,Middle,Middle,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,1992,Middle,Middle,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,1993,Middle,Middle,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,1994,Middle,Middle,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,1995,Middle,Middle,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,1996,Middle,Middle,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,1997,Middle,High,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,1998,Middle,High,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,1999,Middle,High,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,2000,Middle,High,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,2001,Middle,High,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,2002,Middle,High,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,2003,Middle,High,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,2004,Middle,High,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,2005,Middle,High,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,2006,Middle,High,Middle,High,High,High income,Middle,Middle
Bahrain,BHR,2007,Middle,High,Middle,Middle,High,High income,Middle,Middle
Bahrain,BHR,2008,Middle,High,Middle,Middle,High,High income,Middle,Middle
Bahrain,BHR,2009,Middle,High,Middle,Middle,High,High income,Middle,Middle
Bahrain,BHR,2010,Middle,High,Middle,Middle,High,High income,Middle,Middle
Bahrain,BHR,2011,Middle,High,Middle,Middle,High,High income,Middle,Middle
Bahrain,BHR,2012,Middle,High,Middle,Middle,High,High income,Middle,Middle
Bahrain,BHR,2013,Middle,High,Middle,Middle,High,High income,Middle,Middle
Bahrain,BHR,2014,Middle,High,Middle,Middle,High,High income,Middle,Middle
Bahrain,BHR,2015,Middle,High,Middle,Middle,High,High income,Middle,Middle
Bahrain,BHR,2016,Middle,High,Middle,Middle,Middle,High income,Middle,Middle
Bahrain,BHR,2017,Middle,High,Middle,High,Middle,High income,Middle,Middle
Bangladesh,BGD,1990,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,1991,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,1992,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,1993,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,1994,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,1995,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,1996,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,1997,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,1998,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,1999,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2000,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2001,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2002,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2003,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2004,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2005,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2006,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2007,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2008,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2009,High,Low,Low,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2010,High,Low,Middle,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2011,High,Low,Middle,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2012,High,Low,Middle,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2013,High,Low,Middle,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2014,High,Low,Middle,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2015,High,Low,Middle,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2016,High,Low,Middle,Middle,High,Lower middle income,Low,High
Bangladesh,BGD,2017,High,Low,Middle,Middle,High,Lower middle income,Low,High
Barbados,BRB,1990,Middle,High,High,Middle,Low,High income,Middle,Low
Barbados,BRB,1991,Middle,High,High,Middle,Low,High income,Middle,Low
Barbados,BRB,1992,Middle,High,High,High,Low,High income,Middle,Low
Barbados,BRB,1993,Middle,High,High,High,Low,High income,Middle,Low
Barbados,BRB,1994,Middle,High,High,High,Low,High income,Middle,Low
Barbados,BRB,1995,Middle,High,High,High,Low,High income,Middle,Low
Barbados,BRB,1996,Middle,High,High,High,Low,High income,Middle,Low
Barbados,BRB,1997,Middle,High,High,High,Low,High income,Middle,Low
Barbados,BRB,1998,Middle,High,High,Middle,Low,High income,Middle,Low
Barbados,BRB,1999,Middle,High,High,Middle,Low,High income,Middle,Low
Barbados,BRB,2000,Middle,High,High,Middle,Low,High income,Middle,Low
Barbados,BRB,2001,Middle,High,High,Middle,Low,High income,Middle,Low
Barbados,BRB,2002,Middle,High,High,Middle,Low,High income,Middle,Low
Barbados,BRB,2003,Middle,High,High,Middle,Low,High income,Middle,Low
Barbados,BRB,2004,Middle,High,High,High,Low,High income,Middle,Low
Barbados,BRB,2005,Middle,High,High,High,Low,High income,Middle,Low
Barbados,BRB,2006,Middle,High,High,High,Low,High income,Middle,Low
Barbados,BRB,2007,High,High,High,High,Low,High income,Middle,Low
Barbados,BRB,2008,High,High,High,High,Low,High income,Middle,Low
Barbados,BRB,2009,High,High,High,High,Low,High income,Middle,Low
Barbados,BRB,2010,High,High,High,High,Low,High income,Middle,Low
Barbados,BRB,2011,High,High,High,High,Low,High income,Middle,Low
Barbados,BRB,2012,High,High,High,High,Low,High income,Middle,Low
Barbados,BRB,2013,High,High,High,High,Low,High income,Middle,Low
Barbados,BRB,2014,Middle,High,High,High,Low,High income,Middle,Low
Barbados,BRB,2015,Middle,High,High,High,Low,High income,Middle,Low
Barbados,BRB,2016,Middle,High,High,Middle,Low,High income,Middle,Low
Barbados,BRB,2017,Middle,High,High,Middle,Low,High income,Middle,Low
Belarus,BLR,1990,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,1991,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,1992,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,1993,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,1994,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,1995,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,1996,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,1997,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,1998,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,1999,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2000,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2001,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2002,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2003,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2004,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2005,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2006,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2007,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2008,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2009,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2010,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2011,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2012,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2013,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2014,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2015,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2016,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belarus,BLR,2017,Middle,Middle,Middle,Low,High,Upper middle income,High,Middle
Belgium,BEL,1990,High,High,High,High,Middle,High income,High,High
Belgium,BEL,1991,High,High,High,High,Middle,High income,High,High
Belgium,BEL,1992,High,High,High,High,Middle,High income,High,High
Belgium,BEL,1993,High,High,High,High,Middle,High income,High,High
Belgium,BEL,1994,High,High,High,High,Middle,High income,High,High
Belgium,BEL,1995,High,High,High,High,Middle,High income,High,High
Belgium,BEL,1996,High,High,High,High,Middle,High income,High,High
Belgium,BEL,1997,High,High,High,High,Middle,High income,High,High
Belgium,BEL,1998,High,High,High,High,Middle,High income,High,High
Belgium,BEL,1999,High,High,High,High,Middle,High income,High,High
Belgium,BEL,2000,High,High,High,High,Middle,High income,High,High
Belgium,BEL,2001,High,High,High,High,Middle,High income,High,High
Belgium,BEL,2002,High,High,High,High,Middle,High income,High,High
Belgium,BEL,2003,High,High,High,High,High,High income,High,High
Belgium,BEL,2004,High,High,High,High,High,High income,High,High
Belgium,BEL,2005,High,High,High,High,High,High income,High,High
Belgium,BEL,2006,High,High,High,High,High,High income,High,High
Belgium,BEL,2007,High,High,High,High,High,High income,High,High
Belgium,BEL,2008,High,High,High,High,High,High income,High,High
Belgium,BEL,2009,High,High,High,High,High,High income,High,High
Belgium,BEL,2010,High,High,High,High,High,High income,High,High
Belgium,BEL,2011,High,High,High,High,High,High income,High,High
Belgium,BEL,2012,High,High,High,High,High,High income,High,High
Belgium,BEL,2013,High,High,High,High,High,High income,High,High
Belgium,BEL,2014,High,High,High,High,High,High income,High,High
Belgium,BEL,2015,High,High,High,High,High,High income,High,High
Belgium,BEL,2016,High,High,High,High,High,High income,High,High
Belgium,BEL,2017,High,High,High,High,High,High income,High,High
Belize,BLZ,1990,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,1991,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,1992,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,1993,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,1994,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,1995,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,1996,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,1997,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,1998,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,1999,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2000,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2001,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2002,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2003,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2004,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2005,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2006,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2007,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2008,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2009,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2010,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2011,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2012,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2013,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2014,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2015,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2016,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Belize,BLZ,2017,Middle,High,Middle,Middle,Low,Upper middle income,Middle,Low
Benin,BEN,1990,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,1991,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,1992,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,1993,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,1994,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,1995,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,1996,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,1997,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,1998,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,1999,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2000,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2001,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2002,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2003,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2004,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2005,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2006,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2007,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2008,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2009,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2010,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2011,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2012,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2013,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2014,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2015,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2016,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Benin,BEN,2017,Low,Middle,Low,Low,Middle,Lower middle income,Low,Middle
Bermuda,BMU,1990,Middle,High,High,Middle,Middle,High income,Middle,Low
Bermuda,BMU,1991,Middle,High,High,High,Middle,High income,Middle,Low
Bermuda,BMU,1992,Middle,High,High,High,Middle,High income,Middle,Low
Bermuda,BMU,1993,Middle,High,High,High,Middle,High income,Middle,Low
Bermuda,BMU,1994,Middle,High,High,High,Middle,High income,Middle,Low
Bermuda,BMU,1995,Middle,High,High,High,Middle,High income,Middle,Low
Bermuda,BMU,1996,Middle,High,High,High,Middle,High income,Middle,Low
Bermuda,BMU,1997,Middle,High,High,High,Middle,High income,Middle,Low
Bermuda,BMU,1998,Middle,High,High,High,Middle,High income,Middle,Low
Bermuda,BMU,1999,Middle,High,High,High,Middle,High income,Middle,Low
Bermuda,BMU,2000,Middle,High,High,High,Middle,High income,Middle,Low
Bermuda,BMU,2001,Middle,High,High,High,Middle,High income,Middle,Low
Bermuda,BMU,2002,Middle,High,High,High,Middle,High income,Middle,Low
Bermuda,BMU,2003,Middle,High,High,High,Low,High income,Middle,Low
Bermuda,BMU,2004,Middle,High,High,High,Low,High income,Middle,Low
Bermuda,BMU,2005,Middle,High,High,High,Low,High income,Middle,Low
Bermuda,BMU,2006,Middle,High,High,High,Low,High income,Middle,Low
Bermuda,BMU,2007,Middle,High,High,High,Low,High income,Middle,Low
Bermuda,BMU,2008,Middle,High,High,High,Low,High income,Middle,Low
Bermuda,BMU,2009,Middle,High,High,High,Low,High income,Middle,Low
Bermuda,BMU,2010,Middle,High,High,High,Low,High income,Middle,Low
Bermuda,BMU,2011,Middle,High,High,High,Low,High income,Middle,Low
Bermuda,BMU,2012,Middle,High,High,High,Low,High income,Middle,Low
Bermuda,BMU,2013,Middle,High,High,High,Low,High income,Middle,Low
Bermuda,BMU,2014,Middle,High,High,High,Low,High income,Middle,Low
Bermuda,BMU,2015,Middle,High,High,High,Low,High income,Middle,Low
Bermuda,BMU,2016,Middle,High,High,High,Low,High income,Middle,Low
Bermuda,BMU,2017,Middle,High,High,High,Low,High income,Middle,Low
Bhutan,BTN,1990,High,Low,Low,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,1991,High,Low,Low,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,1992,High,Low,Low,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,1993,High,Low,Low,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,1994,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,1995,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,1996,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,1997,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,1998,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,1999,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,2000,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,2001,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,2002,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,2003,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,2004,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,2005,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Low
Bhutan,BTN,2006,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Low
